bray_curtis	LAGZCK1	LAGZCK2	LAGZCK3	LAGZCK4	LAGZCK5	LAGZCK6	LAGZCK7	LAGZCK8	LAGZCK9	LAGZFo1	LAGZFo2	LAGZFo3	LAGZFo4	LAGZFo5	LAGZFo6	LAGZFo7	LAGZFo8	LAGZFo9	LAHEBCK1	LAHEBCK2	LAHEBCK3	LAHEBCK4	LAHEBCK5	LAHEBCK6	LAHEBCK7	LAHEBCK8	LAHEBCK9	LAHEBFo1	LAHEBFo2	LAHEBFo3	LAHEBFo4	LAHEBFo5	LAHEBFo6	LAHEBFo7	LAHEBFo8	LAHEBFo9	LAZJCK1	LAZJCK2	LAZJCK3	LAZJCK4	LAZJCK5	LAZJCK6	LAZJCK7	LAZJCK8	LAZJCK9	LAZJFo1	LAZJFo2	LAZJFo3	LAZJFo4	LAZJFo5	LAZJFo6	LAZJFo7	LAZJFo8	LAZJFo9	MMGZCK1	MMGZCK2	MMGZCK3	MMGZCK4	MMGZCK5	MMGZCK6	MMGZCK7	MMGZCK8	MMGZCK9	MMGZFo1	MMGZFo2	MMGZFo3	MMGZFo4	MMGZFo5	MMGZFo6	MMGZFo7	MMGZFo8	MMGZFo9	MMHEBCK1	MMHEBCK2	MMHEBCK3	MMHEBCK4	MMHEBCK5	MMHEBCK6	MMHEBCK7	MMHEBCK8	MMHEBCK9	MMHEBFo1	MMHEBFo2	MMHEBFo3	MMHEBFo4	MMHEBFo5	MMHEBFo6	MMHEBFo7	MMHEBFo8	MMHEBFo9	MMZJCK1	MMZJCK2	MMZJCK3	MMZJCK4	MMZJCK5	MMZJCK6	MMZJCK7	MMZJCK8	MMZJCK9	MMZJFo1	MMZJFo2	MMZJFo3	MMZJFo4	MMZJFo5	MMZJFo6	MMZJFo7	MMZJFo8	MMZJFo9
MMHEBCK1	0.66995	0.6674	0.65425	0.67015	0.6737	0.6638	0.6814	0.66635	0.67015	0.6798	0.6844	0.6799	0.69995	0.68695	0.68305	0.68	0.6855	0.69065	0.55285	0.5469	0.5534	0.58625	0.56895	0.542	0.54035	0.59065	0.53875	0.53085	0.51235	0.51805	0.5337	0.52755	0.5074	0.54175	0.50665	0.55225	0.6604	0.67235	0.66435	0.66435	0.658	0.68735	0.66505	0.668	0.6997	0.6879	0.69185	0.68505	0.694	0.6793	0.70335	0.6877	0.70305	0.6887	0.60055	0.5991	0.599	0.60685	0.60615	0.58715	0.6054	0.60425	0.6076	0.61385	0.63825	0.6078	0.6247	0.6348	0.6226	0.5986	0.6173	0.6208	0	0.2703	0.24955	0.25945	0.2732	0.2657	0.2771	0.2542	0.25055	0.3562	0.3912	0.35905	0.35135	0.35605	0.3536	0.38885	0.3653	0.36495	0.5549	0.54765	0.55415	0.53705	0.54775	0.54805	0.5557	0.53575	0.555	0.65955	0.7117	0.623	0.646	0.63805	0.6182	0.64835	0.68	0.556
MMHEBCK2	0.6727	0.66665	0.6632	0.67075	0.6774	0.6678	0.6856	0.6684	0.6713	0.68785	0.68835	0.68345	0.70185	0.6908	0.68785	0.68715	0.6953	0.7015	0.55965	0.5576	0.5633	0.59265	0.5716	0.5544	0.5486	0.59075	0.5473	0.5317	0.51665	0.51975	0.5451	0.53605	0.5201	0.54565	0.51315	0.5545	0.6735	0.67905	0.6775	0.6755	0.67365	0.6902	0.6801	0.68235	0.69945	0.6945	0.69755	0.69135	0.69495	0.68625	0.70435	0.697	0.7058	0.6989	0.6031	0.599	0.5992	0.60655	0.6079	0.59265	0.60865	0.6029	0.6085	0.62305	0.64355	0.6224	0.6303	0.6422	0.63075	0.60475	0.62185	0.62755	0.2703	0	0.25975	0.2678	0.2839	0.263	0.27405	0.2629	0.25915	0.363	0.3765	0.36045	0.3504	0.36695	0.35915	0.38555	0.3654	0.3624	0.5674	0.56205	0.5621	0.55035	0.55715	0.5628	0.562	0.55075	0.5731	0.65945	0.70995	0.62725	0.64715	0.64235	0.60965	0.65225	0.6809	0.5628
MMHEBCK3	0.6668	0.6638	0.65765	0.6696	0.67675	0.6642	0.6815	0.66675	0.66765	0.68335	0.6835	0.6787	0.7007	0.6865	0.6811	0.68075	0.6893	0.6906	0.5606	0.55265	0.56305	0.59345	0.57085	0.54775	0.53955	0.58555	0.5398	0.52195	0.51095	0.5156	0.5364	0.52865	0.5073	0.5453	0.50115	0.54785	0.66645	0.67775	0.66985	0.6712	0.66535	0.6926	0.67365	0.6772	0.70545	0.6897	0.69275	0.6858	0.6924	0.6809	0.7053	0.69015	0.70505	0.69405	0.59125	0.59545	0.59665	0.59975	0.59795	0.5762	0.6029	0.59535	0.60305	0.6134	0.6377	0.6104	0.6257	0.6339	0.6205	0.5944	0.61205	0.62185	0.24955	0.25975	0	0.2638	0.25905	0.2536	0.2511	0.2467	0.23815	0.3418	0.36495	0.3405	0.33325	0.34145	0.3384	0.37565	0.34755	0.34215	0.5559	0.55355	0.5572	0.5413	0.55235	0.552	0.55465	0.53815	0.5557	0.6558	0.7074	0.62305	0.64095	0.6337	0.61105	0.64255	0.67805	0.55545
MMHEBCK4	0.66425	0.66415	0.64745	0.669	0.6734	0.65975	0.67935	0.66225	0.66755	0.6803	0.68485	0.67985	0.70005	0.685	0.685	0.6785	0.69005	0.6952	0.54025	0.5349	0.5415	0.57275	0.54935	0.53025	0.52675	0.5752	0.5217	0.51405	0.496	0.50115	0.5218	0.5126	0.49835	0.5291	0.4941	0.53695	0.6596	0.6758	0.66355	0.67125	0.65805	0.68535	0.6643	0.67065	0.6992	0.6898	0.6967	0.68835	0.69255	0.68155	0.70245	0.69185	0.70355	0.6935	0.6102	0.6014	0.6048	0.6121	0.6091	0.59405	0.61395	0.6086	0.6167	0.61915	0.64375	0.61115	0.6312	0.64005	0.62725	0.599	0.6221	0.6258	0.25945	0.2678	0.2638	0	0.2777	0.27125	0.29005	0.262	0.25495	0.35855	0.3893	0.3621	0.35615	0.3621	0.35855	0.3874	0.3737	0.3761	0.5592	0.5548	0.55115	0.5459	0.55455	0.55705	0.5615	0.5424	0.5669	0.6588	0.7093	0.6178	0.6446	0.6396	0.61605	0.6485	0.68065	0.56325
MMHEBCK5	0.66515	0.66565	0.65875	0.6731	0.6736	0.66595	0.6844	0.66755	0.66995	0.6811	0.68835	0.68215	0.7024	0.6864	0.6851	0.68035	0.69245	0.6953	0.55555	0.5501	0.55475	0.5868	0.56595	0.53905	0.5375	0.58455	0.5398	0.52055	0.50895	0.51015	0.5289	0.51995	0.50665	0.54135	0.5037	0.55125	0.667	0.67945	0.6695	0.6718	0.66745	0.6893	0.67165	0.6745	0.70495	0.69145	0.69565	0.6895	0.69435	0.67995	0.7052	0.6929	0.7072	0.69215	0.60995	0.60775	0.6065	0.6123	0.6123	0.5948	0.6126	0.6079	0.6186	0.62325	0.64945	0.6177	0.63115	0.64555	0.6286	0.60355	0.62445	0.6252	0.2732	0.2839	0.25905	0.2777	0	0.2829	0.28715	0.267	0.26435	0.32675	0.3614	0.3325	0.323	0.33115	0.332	0.3638	0.33175	0.339	0.56785	0.56795	0.5677	0.5535	0.5647	0.56705	0.5693	0.55425	0.5708	0.66025	0.70935	0.6229	0.64295	0.6348	0.6214	0.6486	0.67755	0.5712
MMHEBCK6	0.67605	0.67315	0.66165	0.676	0.68075	0.6726	0.68935	0.6733	0.67605	0.6885	0.69115	0.6892	0.70945	0.69265	0.69035	0.68725	0.6984	0.7014	0.5598	0.5527	0.55735	0.5918	0.56945	0.54745	0.5454	0.58875	0.5459	0.52875	0.51615	0.51795	0.54195	0.52825	0.51185	0.5447	0.5083	0.5532	0.67325	0.68465	0.67315	0.67665	0.6729	0.699	0.67695	0.6799	0.71475	0.7028	0.7045	0.7004	0.7039	0.6918	0.7149	0.70175	0.71375	0.7004	0.6053	0.59415	0.5976	0.6051	0.6047	0.5861	0.607	0.603	0.60875	0.6258	0.6474	0.6183	0.6352	0.64435	0.6333	0.6068	0.62235	0.6294	0.2657	0.263	0.2536	0.27125	0.2829	0	0.268	0.2595	0.26155	0.36065	0.3797	0.35425	0.3555	0.36695	0.36145	0.3908	0.37605	0.3652	0.56415	0.55815	0.54965	0.5438	0.5544	0.55435	0.56855	0.53715	0.56855	0.6694	0.7229	0.6234	0.65555	0.6516	0.61405	0.65685	0.6933	0.5649
MMHEBCK7	0.67745	0.6686	0.6633	0.67845	0.6843	0.67415	0.6888	0.67335	0.67375	0.69255	0.6936	0.6891	0.71255	0.69775	0.6954	0.6927	0.6988	0.7034	0.57145	0.5613	0.5732	0.6012	0.58	0.5623	0.5539	0.5947	0.5579	0.53645	0.52185	0.5303	0.5534	0.54495	0.5281	0.55765	0.5195	0.55675	0.6775	0.68745	0.68415	0.67815	0.6775	0.70265	0.68825	0.6912	0.71315	0.7048	0.709	0.7033	0.70495	0.69785	0.7159	0.7025	0.7166	0.7067	0.60405	0.60365	0.6086	0.61075	0.61425	0.59065	0.61815	0.60315	0.61685	0.6275	0.65155	0.62575	0.63655	0.6485	0.6346	0.6105	0.62815	0.6341	0.2771	0.27405	0.2511	0.29005	0.28715	0.268	0	0.27025	0.26185	0.36775	0.37985	0.3603	0.3533	0.37155	0.36615	0.39685	0.36885	0.3584	0.569	0.56965	0.568	0.5579	0.5613	0.5661	0.57135	0.5527	0.5757	0.66795	0.7169	0.6349	0.6564	0.64815	0.61975	0.66	0.6857	0.57075
MMHEBCK8	0.66055	0.6586	0.65015	0.6622	0.66625	0.65625	0.67225	0.6608	0.6632	0.67275	0.6785	0.66985	0.69055	0.67905	0.672	0.67185	0.67935	0.6834	0.55415	0.5478	0.55345	0.5907	0.5651	0.5408	0.5396	0.58895	0.53575	0.5255	0.509	0.5146	0.53175	0.52715	0.5074	0.54195	0.50565	0.554	0.6627	0.67635	0.6662	0.66955	0.6646	0.68615	0.6722	0.6768	0.7017	0.69115	0.6942	0.6882	0.69245	0.6854	0.70285	0.69255	0.7045	0.6934	0.59555	0.5918	0.5962	0.6007	0.59645	0.5812	0.60325	0.59455	0.60345	0.6067	0.62655	0.60115	0.6157	0.62875	0.6155	0.5883	0.60755	0.61425	0.2542	0.2629	0.2467	0.262	0.267	0.2595	0.27025	0	0.2539	0.3337	0.36575	0.3413	0.3326	0.3389	0.32965	0.3735	0.3505	0.3482	0.55185	0.551	0.55495	0.53615	0.55245	0.55065	0.55635	0.53965	0.5599	0.65165	0.706	0.62225	0.6383	0.63185	0.6092	0.6433	0.67415	0.55875
MMHEBCK9	0.6651	0.657	0.65055	0.66295	0.6686	0.65835	0.6729	0.66065	0.66105	0.675	0.6776	0.6725	0.69345	0.6809	0.67675	0.6766	0.68265	0.6859	0.54955	0.5419	0.5472	0.57795	0.563	0.53295	0.5306	0.5799	0.53455	0.51715	0.50345	0.51005	0.52975	0.52195	0.50265	0.53705	0.49485	0.54155	0.6592	0.66795	0.66205	0.66305	0.6588	0.68545	0.6644	0.6688	0.6988	0.6834	0.6865	0.68175	0.6879	0.6766	0.6997	0.68785	0.6976	0.6873	0.5998	0.598	0.5999	0.6021	0.6025	0.5829	0.6039	0.6	0.6067	0.608	0.62935	0.6012	0.6189	0.6307	0.61835	0.5911	0.60965	0.61475	0.25055	0.25915	0.23815	0.25495	0.26435	0.26155	0.26185	0.2539	0	0.34215	0.36935	0.3502	0.3334	0.34195	0.33875	0.37165	0.3479	0.3453	0.5571	0.555	0.5558	0.5394	0.55295	0.5545	0.55645	0.54485	0.56115	0.6569	0.7091	0.6171	0.6455	0.63495	0.6115	0.64445	0.67745	0.5574
MMHEBFo1	0.679	0.67685	0.6662	0.68175	0.6819	0.6685	0.68455	0.6751	0.67795	0.67985	0.6884	0.6805	0.69595	0.68895	0.6917	0.67825	0.69105	0.6933	0.57215	0.5666	0.5733	0.6061	0.5856	0.55595	0.5633	0.6057	0.55045	0.52565	0.52355	0.52255	0.54165	0.53455	0.51465	0.55295	0.51575	0.5623	0.6732	0.68465	0.67775	0.6743	0.67105	0.6867	0.68205	0.68195	0.70265	0.67825	0.6844	0.6804	0.68625	0.67525	0.69315	0.6843	0.6928	0.6863	0.63325	0.6357	0.63705	0.6376	0.64185	0.6245	0.6428	0.63175	0.6456	0.60605	0.62775	0.60245	0.6142	0.6289	0.6166	0.59395	0.60725	0.6173	0.3562	0.363	0.3418	0.35855	0.32675	0.36065	0.36775	0.3337	0.34215	0	0.2907	0.26955	0.25255	0.2532	0.2472	0.2892	0.26845	0.26415	0.5941	0.59925	0.59795	0.5872	0.59155	0.59905	0.5966	0.58815	0.602	0.6475	0.699	0.6145	0.6287	0.6218	0.61165	0.62735	0.6619	0.59875
MMHEBFo2	0.6883	0.68035	0.6792	0.68595	0.6886	0.6817	0.6952	0.68205	0.68585	0.6883	0.6953	0.69085	0.70885	0.69875	0.69855	0.68765	0.7024	0.70755	0.5781	0.57065	0.5801	0.61385	0.5866	0.56715	0.57425	0.6026	0.5628	0.5332	0.52775	0.52855	0.54985	0.54115	0.5226	0.55075	0.5228	0.56515	0.6803	0.6877	0.68495	0.6775	0.67815	0.69425	0.68635	0.68615	0.71025	0.6887	0.69365	0.69105	0.6964	0.6829	0.70285	0.6937	0.69925	0.6967	0.6417	0.6378	0.6396	0.64075	0.64375	0.6348	0.6461	0.6377	0.65315	0.62075	0.6464	0.61905	0.6276	0.6413	0.6239	0.60265	0.61825	0.62815	0.3912	0.3765	0.36495	0.3893	0.3614	0.3797	0.37985	0.36575	0.36935	0.2907	0	0.3037	0.28445	0.3044	0.28975	0.3215	0.2987	0.2896	0.60775	0.60695	0.60715	0.5903	0.59665	0.60505	0.6077	0.5924	0.61355	0.6588	0.70705	0.62335	0.6453	0.63865	0.5971	0.6415	0.67545	0.60505
MMHEBFo3	0.67615	0.67535	0.66705	0.6789	0.68035	0.6714	0.69025	0.67545	0.67995	0.68305	0.68755	0.6867	0.70115	0.6891	0.6904	0.67865	0.6966	0.69815	0.56155	0.55515	0.55825	0.5944	0.57275	0.5435	0.5521	0.59175	0.54625	0.52025	0.5149	0.512	0.53415	0.52105	0.51	0.54275	0.49475	0.5516	0.6654	0.67735	0.66775	0.6712	0.66285	0.68345	0.67045	0.6712	0.70115	0.6763	0.68145	0.67295	0.6806	0.66895	0.68965	0.6791	0.6916	0.68155	0.64095	0.6439	0.6427	0.64125	0.65065	0.6302	0.64175	0.6378	0.64905	0.62375	0.6401	0.6164	0.62535	0.63955	0.6284	0.60395	0.6199	0.62805	0.35905	0.36045	0.3405	0.3621	0.3325	0.35425	0.3603	0.3413	0.3502	0.26955	0.3037	0	0.26295	0.26725	0.27115	0.30295	0.27445	0.26645	0.60545	0.60595	0.59735	0.59315	0.6033	0.60215	0.6081	0.59925	0.60975	0.6502	0.7012	0.61025	0.63295	0.6314	0.61265	0.6333	0.66825	0.60865
MMHEBFo4	0.67475	0.6667	0.6617	0.6705	0.672	0.66735	0.6809	0.6649	0.6668	0.677	0.68265	0.67795	0.69345	0.6861	0.68075	0.6735	0.6877	0.68825	0.5602	0.5551	0.5624	0.5987	0.5796	0.54785	0.55165	0.5927	0.5472	0.51665	0.50945	0.51145	0.5287	0.52075	0.50145	0.5424	0.5014	0.54885	0.67115	0.67595	0.67385	0.6686	0.66705	0.6812	0.67555	0.67565	0.6947	0.6722	0.6793	0.6755	0.68385	0.66925	0.6881	0.6778	0.6918	0.6844	0.63675	0.63465	0.63805	0.63755	0.6396	0.62795	0.64235	0.63085	0.64625	0.6142	0.6334	0.60985	0.6172	0.6308	0.61865	0.59405	0.61075	0.62095	0.35135	0.3504	0.33325	0.35615	0.323	0.3555	0.3533	0.3326	0.3334	0.25255	0.28445	0.26295	0	0.2521	0.25115	0.28825	0.25745	0.24925	0.5947	0.6026	0.60405	0.58665	0.59695	0.6012	0.60265	0.5936	0.6052	0.64615	0.7008	0.61095	0.6311	0.62635	0.608	0.6316	0.6661	0.60185
MMHEBFo5	0.6694	0.6689	0.6583	0.67355	0.6773	0.66435	0.67935	0.6658	0.67085	0.6733	0.68225	0.67665	0.69405	0.6826	0.684	0.67345	0.6818	0.68725	0.5649	0.55905	0.5635	0.5989	0.5829	0.54905	0.5549	0.5966	0.5452	0.52085	0.5174	0.5164	0.5355	0.52525	0.51295	0.54405	0.50425	0.5571	0.669	0.67475	0.6696	0.67085	0.66485	0.6832	0.6739	0.675	0.69955	0.67795	0.68035	0.674	0.68105	0.67025	0.689	0.6814	0.6952	0.68495	0.63415	0.63705	0.6407	0.63755	0.6399	0.6268	0.6413	0.6332	0.6467	0.6041	0.62145	0.6022	0.60975	0.6268	0.616	0.5898	0.6087	0.61155	0.35605	0.36695	0.34145	0.3621	0.33115	0.36695	0.37155	0.3389	0.34195	0.2532	0.3044	0.26725	0.2521	0	0.25175	0.2921	0.27365	0.26405	0.60125	0.60335	0.60375	0.59025	0.59815	0.6032	0.6032	0.59755	0.60615	0.6426	0.6967	0.6097	0.62695	0.62045	0.619	0.62775	0.6619	0.60475
