bray_curtis	LAGZCK1	LAGZCK2	LAGZCK3	LAGZCK4	LAGZCK5	LAGZCK6	LAGZCK7	LAGZCK8	LAGZCK9	LAGZFo1	LAGZFo2	LAGZFo3	LAGZFo4	LAGZFo5	LAGZFo6	LAGZFo7	LAGZFo8	LAGZFo9	LAHEBCK1	LAHEBCK2	LAHEBCK3	LAHEBCK4	LAHEBCK5	LAHEBCK6	LAHEBCK7	LAHEBCK8	LAHEBCK9	LAHEBFo1	LAHEBFo2	LAHEBFo3	LAHEBFo4	LAHEBFo5	LAHEBFo6	LAHEBFo7	LAHEBFo8	LAHEBFo9	LAZJCK1	LAZJCK2	LAZJCK3	LAZJCK4	LAZJCK5	LAZJCK6	LAZJCK7	LAZJCK8	LAZJCK9	LAZJFo1	LAZJFo2	LAZJFo3	LAZJFo4	LAZJFo5	LAZJFo6	LAZJFo7	LAZJFo8	LAZJFo9	MMGZCK1	MMGZCK2	MMGZCK3	MMGZCK4	MMGZCK5	MMGZCK6	MMGZCK7	MMGZCK8	MMGZCK9	MMGZFo1	MMGZFo2	MMGZFo3	MMGZFo4	MMGZFo5	MMGZFo6	MMGZFo7	MMGZFo8	MMGZFo9	MMHEBCK1	MMHEBCK2	MMHEBCK3	MMHEBCK4	MMHEBCK5	MMHEBCK6	MMHEBCK7	MMHEBCK8	MMHEBCK9	MMHEBFo1	MMHEBFo2	MMHEBFo3	MMHEBFo4	MMHEBFo5	MMHEBFo6	MMHEBFo7	MMHEBFo8	MMHEBFo9	MMZJCK1	MMZJCK2	MMZJCK3	MMZJCK4	MMZJCK5	MMZJCK6	MMZJCK7	MMZJCK8	MMZJCK9	MMZJFo1	MMZJFo2	MMZJFo3	MMZJFo4	MMZJFo5	MMZJFo6	MMZJFo7	MMZJFo8	MMZJFo9
LAHEBCK7	0.646	0.65695	0.62905	0.64565	0.6532	0.64585	0.65505	0.6465	0.64805	0.69265	0.69585	0.68795	0.7114	0.69875	0.69415	0.6893	0.7039	0.7015	0.23575	0.23385	0.21875	0.2612	0.23545	0.21875	0	0.2653	0.25625	0.2621	0.25055	0.2495	0.28005	0.26985	0.2572	0.2846	0.2729	0.26245	0.5491	0.57315	0.55415	0.56985	0.54515	0.6148	0.55415	0.55445	0.6564	0.6143	0.6438	0.6366	0.62325	0.60975	0.654	0.6188	0.63645	0.61205	0.74625	0.7449	0.7574	0.74975	0.7491	0.7315	0.74985	0.7413	0.75245	0.7205	0.73105	0.7156	0.7208	0.73125	0.72855	0.70775	0.71765	0.7195	0.54035	0.5486	0.53955	0.52675	0.5375	0.5454	0.5539	0.5396	0.5306	0.5633	0.57425	0.5521	0.55165	0.5549	0.5529	0.57595	0.56105	0.5633	0.69595	0.70245	0.68705	0.6986	0.69705	0.7032	0.70495	0.7	0.7015	0.7155	0.7312	0.6796	0.70395	0.6974	0.7149	0.70825	0.72735	0.7033
LAHEBCK8	0.67275	0.68305	0.6543	0.67565	0.68295	0.6723	0.689	0.67575	0.6774	0.71945	0.7212	0.71745	0.7395	0.72535	0.72285	0.71465	0.73345	0.72855	0.2849	0.30735	0.2664	0.27205	0.2401	0.2842	0.2653	0	0.3071	0.3035	0.31105	0.3061	0.2987	0.30685	0.32185	0.3111	0.3299	0.28785	0.57555	0.5993	0.5748	0.59325	0.5702	0.6419	0.5836	0.58075	0.67615	0.6467	0.66765	0.66235	0.64625	0.633	0.67685	0.64575	0.6642	0.63855	0.77365	0.76755	0.77885	0.77175	0.77745	0.75785	0.77445	0.76725	0.7817	0.7441	0.7525	0.743	0.74045	0.7563	0.7535	0.73545	0.74355	0.7456	0.59065	0.59075	0.58555	0.5752	0.58455	0.58875	0.5947	0.58895	0.5799	0.6057	0.6026	0.59175	0.5927	0.5966	0.59515	0.6202	0.60305	0.601	0.72175	0.72955	0.7162	0.72615	0.72175	0.7283	0.73225	0.726	0.72965	0.73125	0.74785	0.69155	0.72205	0.71635	0.73265	0.72005	0.7463	0.7297
LAHEBCK9	0.65245	0.66635	0.6349	0.6527	0.65595	0.6536	0.66205	0.65115	0.6563	0.69605	0.6943	0.69125	0.7146	0.7023	0.6968	0.6916	0.70095	0.7017	0.2564	0.26615	0.2589	0.30085	0.2666	0.2426	0.25625	0.3071	0	0.2999	0.27875	0.28305	0.2927	0.30755	0.2813	0.29985	0.2955	0.3098	0.56465	0.58215	0.56695	0.58335	0.56085	0.61955	0.5656	0.5701	0.64295	0.63195	0.64535	0.637	0.63235	0.6153	0.65205	0.6326	0.64125	0.62825	0.75185	0.74685	0.75575	0.75365	0.7511	0.73885	0.752	0.74485	0.7554	0.72	0.7273	0.7188	0.7195	0.73175	0.73095	0.71065	0.7211	0.72465	0.53875	0.5473	0.5398	0.5217	0.5398	0.5459	0.5579	0.53575	0.53455	0.55045	0.5628	0.54625	0.5472	0.5452	0.548	0.56355	0.55375	0.5626	0.69465	0.7044	0.69105	0.69845	0.69465	0.7002	0.7067	0.70245	0.70295	0.7082	0.72055	0.68385	0.7025	0.6905	0.7136	0.7029	0.7194	0.7041
LAHEBFo1	0.64505	0.6519	0.63435	0.64555	0.65335	0.64225	0.65765	0.64915	0.6446	0.68685	0.68415	0.68135	0.70095	0.6915	0.68625	0.6779	0.7012	0.6934	0.29125	0.2956	0.27655	0.30275	0.2819	0.27695	0.2621	0.3035	0.2999	0	0.23325	0.22365	0.2526	0.23925	0.2387	0.25675	0.25195	0.23385	0.5539	0.57405	0.56185	0.56945	0.55205	0.61865	0.5594	0.55975	0.65055	0.6108	0.6395	0.63005	0.6194	0.6017	0.64585	0.61285	0.63135	0.6078	0.74725	0.7387	0.7527	0.74555	0.74645	0.7329	0.74615	0.7359	0.75275	0.71185	0.72045	0.714	0.7138	0.7262	0.71935	0.70335	0.7074	0.71635	0.53085	0.5317	0.52195	0.51405	0.52055	0.52875	0.53645	0.5255	0.51715	0.52565	0.5332	0.52025	0.51665	0.52085	0.5198	0.54255	0.53155	0.5294	0.69795	0.70735	0.6921	0.69965	0.69585	0.70335	0.7027	0.70585	0.70665	0.71255	0.7336	0.67845	0.6999	0.69435	0.71445	0.70495	0.7245	0.7032
LAHEBFo2	0.6401	0.6501	0.6249	0.63875	0.64595	0.63835	0.6517	0.64195	0.6407	0.6826	0.6791	0.67535	0.6985	0.68705	0.6784	0.6762	0.6957	0.6878	0.27385	0.2583	0.2663	0.3036	0.27755	0.25855	0.25055	0.31105	0.27875	0.23325	0	0.2115	0.244	0.2417	0.2194	0.2572	0.2414	0.2448	0.53905	0.56425	0.54705	0.5583	0.53545	0.6063	0.54605	0.5441	0.6396	0.59945	0.62615	0.61975	0.6107	0.59415	0.63605	0.6047	0.62335	0.59375	0.7387	0.7332	0.74495	0.7406	0.73705	0.72075	0.7383	0.7307	0.74435	0.7098	0.716	0.7043	0.70915	0.72215	0.71445	0.6978	0.70415	0.7113	0.51235	0.51665	0.51095	0.496	0.50895	0.51615	0.52185	0.509	0.50345	0.52355	0.52775	0.5149	0.50945	0.5174	0.51265	0.5377	0.5188	0.52485	0.68505	0.696	0.68225	0.685	0.6859	0.69235	0.696	0.69525	0.695	0.6993	0.72475	0.6703	0.6882	0.6837	0.70735	0.6933	0.7133	0.69465
LAHEBFo3	0.64425	0.65645	0.6305	0.64315	0.65145	0.6449	0.6594	0.64565	0.6454	0.68855	0.68385	0.68275	0.70585	0.69415	0.68585	0.68065	0.70005	0.6955	0.27185	0.26995	0.26445	0.29825	0.27555	0.25805	0.2495	0.3061	0.28305	0.22365	0.2115	0	0.2497	0.23555	0.22395	0.24655	0.2368	0.23865	0.54105	0.55995	0.54915	0.55715	0.53785	0.6056	0.5437	0.54355	0.6414	0.60045	0.6264	0.62085	0.6065	0.59515	0.6358	0.6034	0.62525	0.59565	0.7471	0.7414	0.7514	0.74705	0.74545	0.7294	0.7439	0.7375	0.7534	0.71665	0.72095	0.7114	0.7159	0.72785	0.72265	0.70145	0.71135	0.71725	0.51805	0.51975	0.5156	0.50115	0.51015	0.51795	0.5303	0.5146	0.51005	0.52255	0.52855	0.512	0.51145	0.5164	0.5144	0.53905	0.52155	0.5277	0.692	0.69925	0.68285	0.68945	0.6904	0.6964	0.6989	0.6968	0.69585	0.70095	0.7238	0.6711	0.6872	0.6857	0.709	0.6946	0.7149	0.69885
LAHEBFo4	0.6489	0.66235	0.6367	0.64935	0.6552	0.65255	0.6602	0.64695	0.65	0.6925	0.6878	0.6859	0.70815	0.6962	0.69	0.6862	0.70305	0.6978	0.2843	0.29155	0.2731	0.27365	0.27265	0.27445	0.28005	0.2987	0.2927	0.2526	0.244	0.2497	0	0.24715	0.2512	0.2691	0.2661	0.24575	0.56215	0.57525	0.56795	0.57655	0.55415	0.61875	0.5608	0.55735	0.6518	0.6182	0.6372	0.6333	0.6268	0.6111	0.6478	0.61945	0.6359	0.6125	0.75515	0.74965	0.75715	0.75095	0.7509	0.73925	0.7503	0.7462	0.75585	0.7183	0.7245	0.71505	0.7182	0.7293	0.7236	0.7083	0.7124	0.71915	0.5337	0.5451	0.5364	0.5218	0.5289	0.54195	0.5534	0.53175	0.52975	0.54165	0.54985	0.53415	0.5287	0.5355	0.5306	0.55255	0.53465	0.54595	0.69755	0.70695	0.69715	0.7034	0.70095	0.7061	0.70755	0.7079	0.7075	0.71325	0.7303	0.6803	0.70075	0.69885	0.7188	0.7058	0.7295	0.70825
LAHEBFo5	0.6439	0.65455	0.63395	0.6461	0.6503	0.6441	0.66355	0.64475	0.64895	0.6862	0.6804	0.6846	0.70285	0.68845	0.68655	0.678	0.7012	0.6942	0.2923	0.2957	0.2787	0.30745	0.2832	0.27315	0.26985	0.30685	0.30755	0.23925	0.2417	0.23555	0.24715	0	0.24765	0.25705	0.25505	0.2488	0.5502	0.5696	0.5602	0.57215	0.5473	0.61415	0.5543	0.54965	0.6496	0.6073	0.63525	0.6269	0.6181	0.60305	0.6428	0.6106	0.6293	0.6028	0.748	0.74345	0.7533	0.74545	0.7488	0.72765	0.7449	0.73985	0.75475	0.71985	0.7237	0.71175	0.71825	0.72915	0.7246	0.70545	0.7135	0.7196	0.52755	0.53605	0.52865	0.5126	0.51995	0.52825	0.54495	0.52715	0.52195	0.53455	0.54115	0.52105	0.52075	0.52525	0.52195	0.54475	0.53495	0.5356	0.6952	0.70285	0.6848	0.6942	0.6964	0.69685	0.70425	0.6982	0.6972	0.70825	0.73375	0.6721	0.69545	0.6919	0.7096	0.7006	0.722	0.6988
LAHEBFo6	0.6385	0.6485	0.62185	0.6355	0.64225	0.63565	0.649	0.6377	0.63825	0.679	0.67355	0.67005	0.69305	0.6827	0.6754	0.6702	0.6887	0.6831	0.2732	0.26445	0.2607	0.3145	0.2947	0.2617	0.2572	0.32185	0.2813	0.2387	0.2194	0.22395	0.2512	0.24765	0	0.2595	0.24145	0.2456	0.54105	0.56365	0.548	0.5616	0.5419	0.6038	0.54575	0.54115	0.63875	0.5969	0.624	0.61925	0.6116	0.5946	0.63555	0.6008	0.622	0.5963	0.73985	0.73335	0.74375	0.74205	0.7369	0.72305	0.73765	0.7323	0.74485	0.70275	0.70825	0.69785	0.7022	0.7143	0.70895	0.6913	0.69765	0.7043	0.5074	0.5201	0.5073	0.49835	0.50665	0.51185	0.5281	0.5074	0.50265	0.51465	0.5226	0.51	0.50145	0.51295	0.5088	0.52825	0.5178	0.5212	0.6839	0.6942	0.6807	0.68605	0.6854	0.6889	0.69455	0.69115	0.6949	0.70125	0.72155	0.6713	0.6887	0.68545	0.70495	0.6938	0.71375	0.69295
LAHEBFo7	0.65175	0.65975	0.63495	0.651	0.65685	0.64925	0.66425	0.65105	0.65545	0.69305	0.6874	0.6906	0.7094	0.6938	0.6902	0.68465	0.7055	0.6995	0.29655	0.2985	0.28395	0.317	0.2965	0.28905	0.2846	0.3111	0.29985	0.25675	0.2572	0.24655	0.2691	0.25705	0.2595	0	0.27115	0.24505	0.5476	0.5767	0.5609	0.56905	0.5492	0.61665	0.5566	0.55375	0.64745	0.61205	0.6379	0.6323	0.61975	0.60335	0.6488	0.6142	0.632	0.60585	0.7485	0.7429	0.75575	0.7492	0.7533	0.73525	0.75095	0.7431	0.7579	0.7213	0.73145	0.71885	0.72125	0.7357	0.7283	0.7103	0.71955	0.7208	0.54175	0.54565	0.5453	0.5291	0.54135	0.5447	0.55765	0.54195	0.53705	0.55295	0.55075	0.54275	0.5424	0.54405	0.5456	0.56195	0.5504	0.55505	0.6973	0.70595	0.6873	0.6959	0.6966	0.7043	0.7057	0.704	0.70205	0.70855	0.7269	0.6706	0.69715	0.6908	0.7105	0.7001	0.72245	0.70245
LAHEBFo8	0.64475	0.65295	0.63325	0.6398	0.64695	0.64075	0.6556	0.6412	0.6412	0.6861	0.67835	0.68215	0.70185	0.68885	0.6842	0.6798	0.69525	0.69255	0.30165	0.2884	0.28565	0.3364	0.3061	0.27165	0.2729	0.3299	0.2955	0.25195	0.2414	0.2368	0.2661	0.25505	0.24145	0.27115	0	0.26725	0.54025	0.56155	0.54405	0.55735	0.5405	0.6011	0.54825	0.5451	0.6345	0.6014	0.62265	0.61625	0.606	0.5912	0.6319	0.60695	0.6219	0.599	0.7444	0.74005	0.75015	0.7462	0.7424	0.7303	0.74385	0.7382	0.7489	0.709	0.7165	0.7074	0.71155	0.7246	0.71955	0.69935	0.70565	0.71145	0.50665	0.51315	0.50115	0.4941	0.5037	0.5083	0.5195	0.50565	0.49485	0.51575	0.5228	0.49475	0.5014	0.50425	0.5044	0.5246	0.51115	0.5129	0.69015	0.697	0.6878	0.68845	0.6883	0.69155	0.69485	0.6946	0.69405	0.69915	0.72585	0.6733	0.6881	0.6841	0.703	0.6919	0.712	0.69705
LAHEBFo9	0.65575	0.66565	0.6446	0.65745	0.6639	0.6557	0.6719	0.6578	0.65915	0.70115	0.69485	0.69635	0.7159	0.7031	0.69665	0.6934	0.71255	0.7062	0.28955	0.2964	0.26635	0.2794	0.27925	0.28675	0.26245	0.28785	0.3098	0.23385	0.2448	0.23865	0.24575	0.2488	0.2456	0.24505	0.26725	0	0.55355	0.5777	0.55965	0.5718	0.5551	0.6214	0.5619	0.56075	0.65595	0.61555	0.641	0.635	0.6227	0.6058	0.65	0.61835	0.63885	0.6063	0.7569	0.7497	0.7615	0.7554	0.757	0.7403	0.7585	0.7483	0.76395	0.7297	0.7353	0.7247	0.72865	0.7432	0.7354	0.7149	0.7241	0.7295	0.55225	0.5545	0.54785	0.53695	0.55125	0.5532	0.55675	0.554	0.54155	0.5623	0.56515	0.5516	0.54885	0.5571	0.5526	0.5739	0.5578	0.56275	0.70395	0.71145	0.70065	0.7052	0.70135	0.71085	0.70955	0.7116	0.7127	0.7176	0.73	0.6755	0.70225	0.70325	0.7208	0.708	0.73275	0.7083
LAZJCK1	0.64265	0.64685	0.62985	0.6383	0.6413	0.6322	0.64315	0.6415	0.6347	0.6674	0.66705	0.6608	0.67965	0.66905	0.66035	0.66205	0.6667	0.6623	0.56505	0.55165	0.55965	0.5832	0.56815	0.55565	0.5491	0.57555	0.56465	0.5539	0.53905	0.54105	0.56215	0.5502	0.54105	0.5476	0.54025	0.55355	0	0.2461	0.2405	0.24815	0.22935	0.2994	0.24465	0.2341	0.3524	0.279	0.3086	0.30345	0.2935	0.2851	0.32115	0.282	0.30395	0.28115	0.74735	0.7483	0.7563	0.7499	0.7477	0.73865	0.7503	0.74565	0.75335	0.71665	0.71705	0.71565	0.7125	0.72895	0.72455	0.7099	0.71305	0.71655	0.6604	0.6735	0.66645	0.6596	0.667	0.67325	0.6775	0.6627	0.6592	0.6732	0.6803	0.6654	0.67115	0.669	0.6692	0.68145	0.67425	0.67755	0.49555	0.50895	0.5146	0.5046	0.4957	0.5074	0.488	0.51965	0.50175	0.44245	0.507	0.436	0.4273	0.42745	0.4974	0.4317	0.46085	0.50075
LAZJCK2	0.6531	0.6493	0.6395	0.6402	0.64585	0.6394	0.64465	0.64405	0.63965	0.6769	0.6732	0.6681	0.684	0.67785	0.6624	0.67145	0.6715	0.6702	0.5882	0.5765	0.57825	0.60595	0.5926	0.5776	0.57315	0.5993	0.58215	0.57405	0.56425	0.55995	0.57525	0.5696	0.56365	0.5767	0.56155	0.5777	0.2461	0	0.2599	0.2494	0.24825	0.3036	0.25775	0.2521	0.34465	0.2772	0.3012	0.3051	0.29445	0.28265	0.30785	0.2879	0.3012	0.29015	0.74905	0.75225	0.75755	0.7514	0.75125	0.74235	0.7498	0.74665	0.756	0.7189	0.72235	0.7195	0.71505	0.73485	0.72505	0.71375	0.7161	0.71855	0.67235	0.67905	0.67775	0.6758	0.67945	0.68465	0.68745	0.67635	0.66795	0.68465	0.6877	0.67735	0.67595	0.67475	0.67735	0.6885	0.6834	0.6844	0.4943	0.5099	0.5175	0.50835	0.5001	0.5039	0.491	0.5215	0.50585	0.43435	0.5093	0.43325	0.4265	0.43305	0.50105	0.4312	0.456	0.5035
LAZJCK3	0.64445	0.6539	0.63505	0.63725	0.64235	0.6376	0.64765	0.64375	0.64115	0.6712	0.6742	0.6666	0.6833	0.6774	0.66205	0.66615	0.67245	0.668	0.57515	0.55965	0.56035	0.5881	0.57525	0.56015	0.55415	0.5748	0.56695	0.56185	0.54705	0.54915	0.56795	0.5602	0.548	0.5609	0.54405	0.55965	0.2405	0.2599	0	0.25675	0.24385	0.32035	0.2543	0.2389	0.37155	0.2903	0.31115	0.3083	0.2956	0.28745	0.3297	0.289	0.3073	0.28	0.7505	0.74825	0.76045	0.75295	0.7519	0.7432	0.7514	0.7491	0.7577	0.7188	0.7194	0.71765	0.7149	0.7355	0.7265	0.71265	0.71305	0.7199	0.66435	0.6775	0.66985	0.66355	0.6695	0.67315	0.68415	0.6662	0.66205	0.67775	0.68495	0.66775	0.67385	0.6696	0.6709	0.6858	0.678	0.67685	0.49705	0.5119	0.51505	0.514	0.5083	0.51265	0.49615	0.5256	0.5046	0.44715	0.51545	0.4304	0.42665	0.43095	0.5079	0.4331	0.47155	0.5081
LAZJCK4	0.64655	0.64485	0.63765	0.63855	0.6423	0.63525	0.6407	0.64205	0.63385	0.6716	0.66475	0.65875	0.6745	0.67205	0.65605	0.6639	0.66235	0.6638	0.5921	0.58075	0.58255	0.6044	0.5937	0.57855	0.56985	0.59325	0.58335	0.56945	0.5583	0.55715	0.57655	0.57215	0.5616	0.56905	0.55735	0.5718	0.24815	0.2494	0.25675	0	0.2408	0.3053	0.2632	0.247	0.36525	0.2696	0.2952	0.3034	0.29055	0.27795	0.31425	0.27585	0.30035	0.2735	0.7441	0.74265	0.75465	0.74675	0.7449	0.7341	0.7493	0.7428	0.75125	0.7123	0.71545	0.7114	0.71055	0.7287	0.71795	0.70275	0.7059	0.7132	0.66435	0.6755	0.6712	0.67125	0.6718	0.67665	0.67815	0.66955	0.66305	0.6743	0.6775	0.6712	0.6686	0.67085	0.6707	0.6829	0.67615	0.67555	0.5031	0.5096	0.526	0.5094	0.5008	0.51235	0.4871	0.5225	0.508	0.4461	0.5119	0.4381	0.4258	0.43195	0.50795	0.43095	0.4618	0.5055
LAZJCK5	0.64305	0.64795	0.62775	0.6406	0.64035	0.63495	0.64455	0.64185	0.6383	0.66435	0.66655	0.6569	0.67795	0.67035	0.65775	0.66255	0.66565	0.66005	0.5645	0.54955	0.55985	0.5798	0.5676	0.55465	0.54515	0.5702	0.56085	0.55205	0.53545	0.53785	0.55415	0.5473	0.5419	0.5492	0.5405	0.5551	0.22935	0.24825	0.24385	0.2408	0	0.30665	0.24075	0.2306	0.3643	0.27975	0.3142	0.3062	0.29235	0.27845	0.3198	0.27975	0.31035	0.2794	0.7478	0.7457	0.75635	0.7505	0.74725	0.7401	0.7506	0.7458	0.75575	0.71615	0.7162	0.7133	0.7114	0.73265	0.72065	0.7076	0.71145	0.7152	0.658	0.67365	0.66535	0.65805	0.66745	0.6729	0.6775	0.6646	0.6588	0.67105	0.67815	0.66285	0.66705	0.66485	0.66605	0.68105	0.66925	0.6729	0.50225	0.5127	0.5127	0.5127	0.5052	0.51235	0.4965	0.5242	0.50665	0.45115	0.5151	0.44215	0.433	0.43775	0.51265	0.43675	0.46965	0.50725
LAZJCK6	0.66465	0.66445	0.655	0.6597	0.66	0.6564	0.66415	0.66475	0.65505	0.6841	0.6842	0.6759	0.69515	0.68305	0.6749	0.68165	0.6831	0.68025	0.62415	0.6166	0.62225	0.65345	0.63555	0.62115	0.6148	0.6419	0.61955	0.61865	0.6063	0.6056	0.61875	0.61415	0.6038	0.61665	0.6011	0.6214	0.2994	0.3036	0.32035	0.3053	0.30665	0	0.31525	0.3171	0.31685	0.3266	0.32495	0.3076	0.3175	0.31025	0.3069	0.31825	0.31085	0.3356	0.75625	0.75845	0.76505	0.76205	0.7584	0.75	0.76055	0.75585	0.762	0.72765	0.72945	0.73175	0.7275	0.73875	0.73775	0.7239	0.72805	0.73145	0.68735	0.6902	0.6926	0.68535	0.6893	0.699	0.70265	0.68615	0.68545	0.6867	0.69425	0.68345	0.6812	0.6832	0.68225	0.69575	0.68585	0.69215	0.5037	0.5258	0.5323	0.52035	0.5172	0.5058	0.49965	0.5368	0.5143	0.43035	0.5095	0.46555	0.43465	0.4274	0.4952	0.44155	0.43505	0.50925
LAZJCK7	0.6401	0.6517	0.6253	0.6395	0.64155	0.63855	0.64735	0.64295	0.64085	0.66455	0.66655	0.6639	0.6807	0.67065	0.6577	0.65755	0.66635	0.6625	0.57225	0.55995	0.56015	0.5859	0.5764	0.56365	0.55415	0.5836	0.5656	0.5594	0.54605	0.5437	0.5608	0.5543	0.54575	0.5566	0.54825	0.5619	0.24465	0.25775	0.2543	0.2632	0.24075	0.31525	0	0.247	0.36865	0.29465	0.3258	0.3155	0.301	0.2903	0.33315	0.29275	0.32185	0.28645	0.75305	0.75095	0.76155	0.75345	0.75355	0.7444	0.75395	0.75265	0.7617	0.71875	0.722	0.7173	0.7173	0.7341	0.7266	0.71585	0.7176	0.7182	0.66505	0.6801	0.67365	0.6643	0.67165	0.67695	0.68825	0.6722	0.6644	0.68205	0.68635	0.67045	0.67555	0.6739	0.67415	0.68885	0.67775	0.6837	0.5047	0.5219	0.51835	0.51795	0.51465	0.5194	0.5038	0.5316	0.51005	0.4612	0.52785	0.44155	0.44365	0.4427	0.5165	0.4486	0.4821	0.51935
LAZJCK8	0.64255	0.64775	0.6328	0.6356	0.6372	0.63395	0.6426	0.63725	0.63575	0.6668	0.66485	0.6601	0.67985	0.67075	0.65495	0.6627	0.6658	0.66105	0.57175	0.5523	0.55935	0.5834	0.5741	0.55705	0.55445	0.58075	0.5701	0.55975	0.5441	0.54355	0.55735	0.54965	0.54115	0.55375	0.5451	0.56075	0.2341	0.2521	0.2389	0.247	0.2306	0.3171	0.247	0	0.3706	0.2863	0.3171	0.309	0.30255	0.29045	0.3321	0.2894	0.3135	0.28655	0.75365	0.75215	0.7614	0.75425	0.7546	0.74415	0.7538	0.75265	0.7604	0.7203	0.7228	0.71885	0.71805	0.73475	0.7269	0.7141	0.71525	0.71985	0.668	0.68235	0.6772	0.67065	0.6745	0.6799	0.6912	0.6768	0.6688	0.68195	0.68615	0.6712	0.67565	0.675	0.67505	0.68935	0.6804	0.68195	0.50165	0.5154	0.51525	0.5164	0.50945	0.50905	0.4996	0.5256	0.50705	0.4567	0.5245	0.4383	0.43715	0.4426	0.5121	0.4396	0.47905	0.5111
LAZJCK9	0.68505	0.68675	0.67315	0.67695	0.6745	0.67785	0.67965	0.68145	0.67265	0.7014	0.69795	0.6943	0.7049	0.6997	0.6892	0.69795	0.69505	0.69675	0.65065	0.651	0.6548	0.6824	0.6653	0.6537	0.6564	0.67615	0.64295	0.65055	0.6396	0.6414	0.6518	0.6496	0.63875	0.64745	0.6345	0.65595	0.3524	0.34465	0.37155	0.36525	0.3643	0.31685	0.36865	0.3706	0	0.37615	0.3625	0.34205	0.37075	0.3688	0.33675	0.37175	0.35245	0.38915	0.76195	0.76355	0.76725	0.76685	0.76315	0.75805	0.7674	0.762	0.7693	0.7349	0.7338	0.7395	0.7322	0.7436	0.7423	0.73655	0.73525	0.7384	0.6997	0.69945	0.70545	0.6992	0.70495	0.71475	0.71315	0.7017	0.6988	0.70265	0.71025	0.70115	0.6947	0.69955	0.6997	0.69895	0.70435	0.7039	0.5143	0.5375	0.5485	0.53345	0.52365	0.5057	0.5103	0.5509	0.52685	0.43275	0.51785	0.4972	0.4564	0.4423	0.50045	0.46105	0.4348	0.51645
LAZJFo1	0.66265	0.6628	0.6536	0.65805	0.65895	0.65575	0.65935	0.6592	0.65075	0.6738	0.6674	0.65915	0.67565	0.67315	0.66195	0.66545	0.668	0.66195	0.6382	0.62485	0.6279	0.6529	0.6381	0.62515	0.6143	0.6467	0.63195	0.6108	0.59945	0.60045	0.6182	0.6073	0.5969	0.61205	0.6014	0.61555	0.279	0.2772	0.2903	0.2696	0.27975	0.3266	0.29465	0.2863	0.37615	0	0.259	0.26835	0.24775	0.2554	0.2853	0.23155	0.2706	0.2347	0.7592	0.76095	0.76985	0.76055	0.7581	0.7517	0.76115	0.7587	0.7682	0.72435	0.72385	0.72935	0.7231	0.74025	0.73035	0.7157	0.71765	0.72445	0.6879	0.6945	0.6897	0.6898	0.69145	0.7028	0.7048	0.69115	0.6834	0.67825	0.6887	0.6763	0.6722	0.67795	0.6735	0.6835	0.6794	0.68115	0.5076	0.5093	0.52575	0.51285	0.50705	0.5198	0.49335	0.5296	0.5111	0.43075	0.5137	0.4336	0.41005	0.418	0.5068	0.421	0.45785	0.50955
LAZJFo2	0.6623	0.6647	0.65525	0.66045	0.65835	0.65705	0.65785	0.66135	0.6511	0.67405	0.66955	0.661	0.6699	0.6722	0.66075	0.6677	0.66205	0.6647	0.6543	0.64865	0.64715	0.6753	0.6595	0.643	0.6438	0.66765	0.64535	0.6395	0.62615	0.6264	0.6372	0.63525	0.624	0.6379	0.62265	0.641	0.3086	0.3012	0.31115	0.2952	0.3142	0.32495	0.3258	0.3171	0.3625	0.259	0	0.25965	0.26155	0.2615	0.27985	0.26545	0.2758	0.27055	0.7541	0.7567	0.7632	0.75755	0.753	0.748	0.7587	0.75485	0.762	0.7147	0.7178	0.721	0.7141	0.72995	0.72485	0.71505	0.71495	0.71915	0.69185	0.69755	0.69275	0.6967	0.69565	0.7045	0.709	0.6942	0.6865	0.6844	0.69365	0.68145	0.6793	0.68035	0.678	0.68875	0.68345	0.6868	0.4907	0.50565	0.5227	0.5077	0.49755	0.4948	0.4828	0.52165	0.50335	0.41055	0.48675	0.42775	0.3943	0.399	0.48905	0.40355	0.4245	0.4951
LAZJFo3	0.6594	0.6643	0.6509	0.6575	0.65725	0.65555	0.658	0.6615	0.65215	0.6727	0.6701	0.66075	0.68155	0.6717	0.65895	0.66405	0.66495	0.665	0.6484	0.6438	0.64415	0.6727	0.6543	0.63985	0.6366	0.66235	0.637	0.63005	0.61975	0.62085	0.6333	0.6269	0.61925	0.6323	0.61625	0.635	0.30345	0.3051	0.3083	0.3034	0.3062	0.3076	0.3155	0.309	0.34205	0.26835	0.25965	0	0.2598	0.2558	0.276	0.26795	0.27645	0.28145	0.7538	0.75625	0.76225	0.75735	0.7538	0.74705	0.75535	0.75375	0.7613	0.7179	0.7175	0.7214	0.71745	0.7325	0.72815	0.7142	0.7191	0.7221	0.68505	0.69135	0.6858	0.68835	0.6895	0.7004	0.7033	0.6882	0.68175	0.6804	0.69105	0.67295	0.6755	0.674	0.677	0.68305	0.678	0.6829	0.48815	0.50645	0.5185	0.50395	0.4992	0.4904	0.4857	0.52235	0.49945	0.40605	0.4935	0.4326	0.3943	0.3994	0.4832	0.40835	0.4212	0.49475
